Row	RMSEindiv	RMSEatt	Bias
PenSynth	1.1810	0.4639	0.1958
NoPenSynth	1.1576	0.5224	0.3583
PureSynth	1.1654	0.4100	0.1278
Matching	1.4847	0.4973	0.0158
OptMatching	1.1320	0.3921	0.0405
PenSynth_bc	1.1546	0.3991	0.0270
NoPenSynth_bc	1.0993	0.3838	0.0277
PureSynth_bc	1.1599	0.3996	0.0262
Matching_bc	1.4155	0.4831	0.0299
OptMatching_bc	1.0972	0.3831	0.0219
