Row	RMSEindiv	RMSEatt	Bias
PenSynth	1.1023	0.3540	0.0280
NoPenSynth	1.0525	0.3507	0.0207
PureSynth	1.2258	0.3934	0.0189
Matching	1.4246	0.4468	0.0226
OptMatching	1.1046	0.3477	0.0280
PenSynth_bc	1.1033	0.3536	0.0315
NoPenSynth_bc	1.0553	0.3502	0.0287
PureSynth_bc	1.2261	0.3942	0.0194
Matching_bc	1.4128	0.4454	0.0214
OptMatching_bc	1.0951	0.3450	0.0295
