Row	RMSEindiv	RMSEatt	Bias
PenSynth	1.1701	0.4007	0.0678
NoPenSynth	1.1355	0.4007	0.1117
PureSynth	1.1441	0.3932	0.0849
Matching	1.5463	0.5215	0.0243
OptMatching	1.1674	0.4006	0.0283
PenSynth_bc	1.1615	0.4013	0.0087
NoPenSynth_bc	1.1332	0.3949	0.0038
PureSynth_bc	1.1443	0.3972	0.0053
Matching_bc	1.4096	0.4797	0.0031
OptMatching_bc	1.1125	0.3863	0.0061
