Row	RMSEindiv	RMSEatt	Bias
PenSynth	1.1388	0.3867	0.0512
NoPenSynth	1.0971	0.3874	0.0912
PureSynth	1.1555	0.3885	0.0212
Matching	1.4805	0.4947	0.0145
OptMatching	1.1270	0.3851	0.0030
PenSynth_bc	1.1420	0.3914	0.0271
NoPenSynth_bc	1.0994	0.3839	0.0267
PureSynth_bc	1.1599	0.3996	0.0254
Matching_bc	1.4155	0.4830	0.0293
OptMatching_bc	1.0983	0.3825	0.0221
