Row	RMSEindiv	RMSEatt	Bias
PenSynth	1.1554	0.4564	0.2451
NoPenSynth	1.1051	0.4800	0.3263
PureSynth	1.2264	0.3946	0.0350
Matching	1.4257	0.4478	0.0308
OptMatching	1.1080	0.3542	0.0549
PenSynth_bc	1.1208	0.3633	0.0374
NoPenSynth_bc	1.0554	0.3506	0.0301
PureSynth_bc	1.2261	0.3942	0.0196
Matching_bc	1.4128	0.4454	0.0215
OptMatching_bc	1.0954	0.3469	0.0308
