Row	RMSEindiv	RMSEatt	Bias
PenSynth	1.1513	0.4064	0.1121
NoPenSynth	1.1112	0.4222	0.1892
PureSynth	1.1578	0.3932	0.0607
Matching	1.4807	0.4949	0.0029
OptMatching	1.1292	0.3884	0.0133
PenSynth_bc	1.1462	0.3922	0.0269
NoPenSynth_bc	1.0994	0.3839	0.0263
PureSynth_bc	1.1599	0.3995	0.0250
Matching_bc	1.4155	0.4830	0.0290
OptMatching_bc	1.0990	0.3846	0.0213
