Row	RMSEindiv	RMSEatt	Bias
PenSynth	1.2067	0.4673	0.2258
NoPenSynth	1.2083	0.5526	0.3928
PureSynth	1.1869	0.4908	0.3031
Matching	1.5567	0.5279	0.0765
OptMatching	1.1805	0.4166	0.0879
PenSynth_bc	1.1662	0.4016	0.0117
NoPenSynth_bc	1.1332	0.3949	0.0048
PureSynth_bc	1.1443	0.3972	0.0063
Matching_bc	1.4096	0.4797	0.0041
OptMatching_bc	1.1151	0.3892	0.0083
