Row	RMSEindiv	RMSEatt	Bias
PenSynth	1.1233	0.3932	0.1528
NoPenSynth	1.0707	0.3995	0.1907
PureSynth	1.2261	0.3940	0.0281
Matching	1.4247	0.4472	0.0273
OptMatching	1.1057	0.3504	0.0439
PenSynth_bc	1.1112	0.3559	0.0341
NoPenSynth_bc	1.0557	0.3510	0.0321
PureSynth_bc	1.2261	0.3943	0.0199
Matching_bc	1.4128	0.4455	0.0217
OptMatching_bc	1.0956	0.3462	0.0312
