Row	RMSEindiv	RMSEatt	Bias
PenSynth	  1.3864	  0.6373	0.4460
NoPenSynth	  1.3813	  0.6835	0.5198
Matching	  1.9258	  0.7421	0.3398
OptMatching	  1.3923	  0.6028	0.3599
PenSynth_bc	603.3401	200.1403	1.0778
Synth_bc	603.3401	200.1403	1.0778
Matching_bc	603.3401	200.1403	1.0778
OptMatching_bc	603.3401	200.1403	1.0778
