Row	RMSEindiv	RMSEatt	Bias
PenSynth	1.2247	0.4716	0.0653
NoPenSynth	1.1999	0.4715	0.0795
PureSynth	1.2088	0.4658	0.0698
Matching	1.5461	0.5679	0.0272
OptMatching	1.2505	0.4977	0.0368
PenSynth_bc	1.3092	0.5397	0.0036
NoPenSynth_bc	1.2929	0.5349	0.0039
PureSynth_bc	1.3024	0.5387	0.0021
Matching_bc	1.4476	0.5773	0.0060
OptMatching_bc	1.2677	0.5305	0.0016
