Row	RMSEindiv	RMSEatt	Bias
PenSynth	1.3014	0.5268	0.2252
NoPenSynth	1.2773	0.5428	0.2842
PureSynth	1.2769	0.5406	0.2810
Matching	1.6581	0.6230	0.1259
OptMatching	1.3269	0.5465	0.1370
PenSynth_bc	1.5709	0.6757	0.0176
NoPenSynth_bc	1.5616	0.6701	0.0127
PureSynth_bc	1.5621	0.6703	0.0130
Matching_bc	1.6503	0.6956	0.0266
OptMatching_bc	1.5506	0.6697	0.0104
