Row	RMSEindiv	RMSEatt	Bias
PenSynth	1.2683	0.4737	0.0770
NoPenSynth	1.2392	0.4673	0.0860
PureSynth	1.2399	0.4669	0.0851
Matching	1.6450	0.6100	0.0593
OptMatching	1.3179	0.5292	0.0505
PenSynth_bc	1.5687	0.6744	0.0165
NoPenSynth_bc	1.5617	0.6703	0.0137
PureSynth_bc	1.5622	0.6704	0.0140
Matching_bc	1.6505	0.6957	0.0277
OptMatching_bc	1.5486	0.6696	0.0110
