Row	RMSEindiv	RMSEatt	Bias
PenSynth	1.2290	0.5082	0.1571
NoPenSynth	1.1918	0.5269	0.2529
PureSynth	1.2480	0.4769	0.0589
Matching	1.4809	0.5333	0.0180
OptMatching	1.2114	0.4875	0.0370
PenSynth_bc	1.2217	0.4797	0.0025
NoPenSynth_bc	1.1718	0.4612	0.0042
PureSynth_bc	1.2555	0.4890	0.0074
Matching_bc	1.4377	0.5332	0.0030
OptMatching_bc	1.1679	0.4616	0.0026
