Row	RMSEindiv	RMSEatt	Bias
PenSynth	1.2004	0.4656	0.0389
NoPenSynth	1.1577	0.4636	0.0765
PureSynth	1.2440	0.4726	0.0097
Matching	1.4758	0.5321	0.0023
OptMatching	1.2044	0.4779	0.0104
PenSynth_bc	1.2135	0.4752	0.0047
NoPenSynth_bc	1.1718	0.4612	0.0049
PureSynth_bc	1.2555	0.4890	0.0069
Matching_bc	1.4377	0.5333	0.0026
OptMatching_bc	1.1681	0.4607	0.0031
