Row	RMSEindiv	RMSEatt	Bias
PenSynth	1.2545	0.5130	0.2366
NoPenSynth	1.2412	0.5511	0.3458
PureSynth	1.2363	0.5370	0.3260
Matching	1.6146	0.5722	0.0926
OptMatching	1.2475	0.4700	0.1107
PenSynth_bc	1.2341	0.4802	0.0016
NoPenSynth_bc	1.2075	0.4698	0.0002
PureSynth_bc	1.2105	0.4707	0.0012
Matching_bc	1.4201	0.5353	0.0036
OptMatching_bc	1.1887	0.4615	0.0074
