Row	RMSEindiv	RMSEatt	Bias
PenSynth	1.1969	0.4375	0.1167
NoPenSynth	1.1609	0.4470	0.1765
PureSynth	1.1867	0.4267	0.1163
Matching	1.5175	0.5300	0.0242
OptMatching	1.1908	0.4232	0.0367
PenSynth_bc	1.1970	0.4362	0.0080
NoPenSynth_bc	1.1628	0.4280	0.0041
PureSynth_bc	1.1934	0.4334	0.0041
Matching_bc	1.4082	0.5002	0.0031
OptMatching_bc	1.1450	0.4108	0.0027
