Row	RMSEindiv	RMSEatt	Bias
PenSynth	1.1900	0.4786	0.1820
NoPenSynth	1.1384	0.4931	0.2759
PureSynth	1.2246	0.4410	0.0451
Matching	1.4297	0.4959	0.0114
OptMatching	1.1456	0.4184	0.0386
PenSynth_bc	1.1689	0.4270	0.0039
NoPenSynth_bc	1.1069	0.4125	0.0051
PureSynth_bc	1.2254	0.4434	0.0081
Matching_bc	1.4026	0.4902	0.0034
OptMatching_bc	1.1197	0.4068	0.0025
