Row	RMSEindiv	RMSEatt	Bias
PenSynth	1.2218	0.4814	0.2041
NoPenSynth	1.2002	0.5235	0.3195
PureSynth	1.2051	0.4634	0.2101
Matching	1.5258	0.5357	0.0472
OptMatching	1.1972	0.4305	0.0703
PenSynth_bc	1.2002	0.4370	0.0074
NoPenSynth_bc	1.1625	0.4277	0.0053
PureSynth_bc	1.1933	0.4332	0.0053
Matching_bc	1.4081	0.5001	0.0043
OptMatching_bc	1.1455	0.4103	0.0011
