Row	RMSEindiv	RMSEatt	Bias
PenSynth	1.1574	0.4256	0.0607
NoPenSynth	1.1016	0.4129	0.0754
PureSynth	1.2235	0.4387	0.0179
Matching	1.4274	0.4945	0.0005
OptMatching	1.1443	0.4187	0.0126
PenSynth_bc	1.1591	0.4247	0.0056
NoPenSynth_bc	1.1069	0.4126	0.0061
PureSynth_bc	1.2254	0.4434	0.0085
Matching_bc	1.4026	0.4902	0.0032
OptMatching_bc	1.1204	0.4098	0.0013
