Row	RMSEindiv	RMSEatt	Bias
PenSynth	1.2041	0.4291	0.0050
NoPenSynth	1.1743	0.4195	0.0140
PureSynth	1.1777	0.4186	0.0144
Matching	1.6000	0.5564	0.0051
OptMatching	1.2373	0.4503	0.0066
PenSynth_bc	1.2270	0.4783	0.0041
NoPenSynth_bc	1.2074	0.4698	0.0016
PureSynth_bc	1.2105	0.4707	0.0002
Matching_bc	1.4200	0.5352	0.0050
OptMatching_bc	1.1916	0.4594	0.0052
